#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	DISTANCE	STRAND	SYMBOL_SOURCE	HGNC_ID	REFSEQ_MATCH	GMAF	AFR_MAF	AMR_MAF	ASN_MAF	EAS_MAF	EUR_MAF	SAS_MAF	AA_MAF	EA_MAF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE
rs72796355	16:50747739-50747739	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs72796355	-	-	-	-	-	G:0.1136	G:0.0484	G:0.1686	-	G:0.0288	G:0.2495	G:0.1104	-	-	-	-	-	-	-	-	-	-
rs116765287	16:50747744-50747744	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs116765287	-	-	-	-	-	T:0.0098	T:0.0363	T:0.0014	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs578000699	16:50747774-50747774	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs578000699	-	-	-	-	-	A:0.0004	A:0	A:0	-	A:0	A:0.002	A:0	-	-	-	-	-	-	-	-	-	-
rs138142895	16:50747835-50747835	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs138142895	-	-	-	-	-	T:0.0038	T:0.0045	T:0	-	T:0	T:0	T:0.0133	-	-	-	-	-	-	-	-	-	-
rs189967877	16:50747847-50747847	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs189967877	-	-	-	-	-	T:0.0002	T:0	T:0.0014	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs73575756	16:50747874-50747874	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs73575756	-	-	-	-	-	A:0.0511	A:0.1589	A:0.0101	-	A:0.0327	A:0.003	A:0.0031	-	-	-	-	-	-	-	-	-	-
rs143885661	16:50748117-50748117	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs143885661	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs561300797	16:50748118-50748118	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs561300797	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs529197002	16:50748140-50748140	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs529197002	-	-	-	-	-	C:0.0004	C:0.0015	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs549286831	16:50748153-50748153	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs549286831	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0.001	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs147260064	16:50748240-50748240	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs147260064	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs116626119	16:50748241-50748241	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs116626119	-	-	-	-	-	A:0.0058	A:0.0219	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs551601324	16:50748295-50748295	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs551601324	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0.001	A:0	-	-	-	-	-	-	-	-	-	-
rs140828549	16:50748315-50748315	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs140828549	-	-	-	-	-	G:0.0038	G:0.0113	G:0.0058	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs537111177	16:50748340-50748340	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs537111177	-	-	-	-	-	G:0.0002	G:0.0008	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs549943199	16:50748348-50748348	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs549943199	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0.001	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs567278597	16:50748353-50748353	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs567278597	-	-	-	-	-	C:0.0002	C:0	C:0.0014	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs535853966	16:50748361-50748361	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs535853966	-	-	-	-	-	G:0.0002	G:0	G:0.0014	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs553290743	16:50748426-50748426	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs553290743	-	-	-	-	-	T:0.0004	T:0.0015	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs191781908	16:50748427-50748427	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs191781908	-	-	-	-	-	A:0.0012	A:0	A:0	-	A:0	A:0.002	A:0.0041	-	-	-	-	-	-	-	-	-	-
rs538848618	16:50748446-50748446	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs538848618	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0	T:0.001	-	-	-	-	-	-	-	-	-	-
rs183996226	16:50748473-50748473	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs183996226	-	-	-	-	-	A:0.0006	A:0.0023	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs188379009	16:50748504-50748504	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs188379009	-	-	-	-	-	A:0.0016	A:0	A:0.0058	-	A:0	A:0.004	A:0	-	-	-	-	-	-	-	-	-	-
rs544666511	16:50748604-50748604	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs544666511	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs113569829	16:50748614-50748614	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs113569829	-	-	-	-	-	T:0.0020	T:0.0076	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs144798502	16:50748621-50748621	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs144798502	-	-	-	-	-	T:0.0026	T:0	T:0	-	T:0.0129	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs540256876	16:50748635-50748635	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs540256876	-	-	-	-	-	A:0.0008	A:0.0015	A:0.0014	-	A:0	A:0.001	A:0	-	-	-	-	-	-	-	-	-	-
rs372025152	16:50748700-50748700	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs372025152	-	-	-	-	-	G:0.0022	G:0	G:0	-	G:0	G:0	G:0.0112	-	-	-	-	-	-	-	-	-	-
rs528349968	16:50748701-50748701	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs528349968	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0	T:0.001	-	-	-	-	-	-	-	-	-	-
rs180983780	16:50748713-50748713	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs180983780	-	-	-	-	-	G:0.0032	G:0.0113	G:0.0014	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs184266356	16:50748766-50748766	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs184266356	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0.001	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs530593911	16:50748795-50748795	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs530593911	-	-	-	-	-	A:0.0012	A:0.0045	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs574662050	16:50748795-50748799	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs574662050	-	-	-	-	-	-:0.0002	-:0	-:0	-	-:0.001	-:0	-:0	-	-	-	-	-	-	-	-	-	-
rs148567369	16:50748861-50748861	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs148567369	-	-	-	-	-	T:0.0010	T:0	T:0.0014	-	T:0.004	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs375381162	16:50748867-50748867	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs375381162	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs190807316	16:50749012-50749012	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs190807316	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs546140063	16:50749047-50749047	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs546140063	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs142969988	16:50749063-50749063	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs142969988	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs182095235	16:50749113-50749113	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs182095235	-	-	-	-	-	T:0.0004	T:0.0015	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs545830476	16:50749166-50749167	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs545830476	-	-	-	-	-	-:0.0116	-:0.0431	-:0.0014	-	-:0	-:0	-:0	-	-	-	-	-	-	-	-	-	-
rs186985425	16:50749237-50749237	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs186985425	-	-	-	-	-	A:0.0006	A:0	A:0	-	A:0.003	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs190342161	16:50749255-50749255	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs190342161	-	-	-	-	-	A:0.0004	A:0	A:0.0014	-	A:0	A:0.001	A:0	-	-	-	-	-	-	-	-	-	-
rs77920611	16:50749315-50749315	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs77920611	-	-	-	-	-	G:0.0016	G:0.0053	G:0.0014	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs111719717	16:50749321-50749321	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs111719717	-	-	-	-	-	G:0.0020	G:0.0076	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs530511311;rs562159030	16:50749331-50749333	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs562159030	-	-	-	-	-	-:0.0479	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rs574835061	16:50749339-50749339	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs574835061	-	-	-	-	-	G:0.0002	G:0	G:0.0014	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs540637284	16:50749344-50749344	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs398042172,rs540637284	-	-	-	-	-	G:0.0022	G:0.0023	G:0.0043	-	G:0.001	G:0.004	G:0	-	-	-	-	-	-	-	-	-	-
rs554170576	16:50749358-50749358	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs554170576	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs139787730	16:50749371-50749371	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs139787730	-	-	-	-	-	C:0.0056	C:0.0197	C:0.0029	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs9925315	16:50749374-50749374	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs9925315	-	-	-	-	-	T:0.4523	T:0.5893	T:0.4841	-	T:0.1845	T:0.672	T:0.2945	-	-	-	-	-	-	-	-	-	-
rs565159646	16:50749387-50749387	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs565159646	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs369971131	16:50749396-50749396	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs369971131	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs544071375	16:50749397-50749397	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs544071375	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs62029863	16:50749408-50749408	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs62029863	-	-	-	-	-	T:0.1092	T:0.0484	T:0.1686	-	T:0.0079	T:0.2495	T:0.1094	-	-	-	-	-	-	-	-	-	-
rs529713716	16:50749420-50749420	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs529713716	-	-	-	-	-	A:0.0004	A:0	A:0	-	A:0.002	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs549481720	16:50749461-50749461	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs549481720	-	-	-	-	-	A:0.0022	A:0.0008	A:0.0058	-	A:0	A:0.004	A:0.002	-	-	-	-	-	-	-	-	-	-
rs566102684	16:50749472-50749472	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs566102684	-	-	-	-	-	A:0.0008	A:0.0008	A:0.0014	-	A:0	A:0.002	A:0	-	-	-	-	-	-	-	-	-	-
rs146684845	16:50749487-50749487	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs146684845	-	-	-	-	-	T:0.0028	T:0.0008	T:0	-	T:0	T:0.0119	T:0.001	-	-	-	-	-	-	-	-	-	-
rs552485235	16:50749491-50749491	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs552485235	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs140299615	16:50749509-50749509	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs140299615	-	-	-	-	-	C:0.0168	C:0.0613	C:0.0043	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs538479821	16:50749549-50749549	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs538479821	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs554820640	16:50749569-50749569	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs554820640	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs568551821	16:50749616-50749616	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs568551821	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs150330370	16:50749674-50749674	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs150330370	-	-	-	-	-	A:0.0008	A:0.0015	A:0.0029	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs114178645	16:50749676-50749676	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs114178645	-	-	-	-	-	C:0.0074	C:0.0272	C:0	-	C:0	C:0	C:0.001	-	-	-	-	-	-	-	-	-	-
rs144991170	16:50749815-50749815	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs144991170	-	-	-	-	-	A:0.0004	A:0	A:0	-	A:0.001	A:0.001	A:0	-	-	-	-	-	-	-	-	-	-
rs546206952	16:50749873-50749873	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs546206952	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0	T:0.001	-	-	-	-	-	-	-	-	-	-
rs558857584	16:50750043-50750043	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs558857584	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs575401062	16:50750085-50750085	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs575401062	-	-	-	-	-	G:0.0008	G:0.003	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs149096966	16:50750098-50750098	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs149096966	-	-	-	-	-	T:0.0014	T:0.0053	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs116455309	16:50750102-50750102	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs116455309	-	-	-	-	-	A:0.0066	A:0.0227	A:0.0043	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs529761208	16:50750123-50750123	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs529761208	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs539967215	16:50750127-50750127	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs539967215	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs559800592	16:50750134-50750134	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs559800592	-	-	-	-	-	T:0.0004	T:0	T:0.0029	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs79824136	16:50750135-50750135	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs79824136	-	-	-	-	-	A:0.0066	A:0.0227	A:0.0043	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs181248152	16:50750250-50750250	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs181248152	-	-	-	-	-	C:0.0004	C:0	C:0.0029	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs569537711	16:50750283-50750283	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs569537711	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs531873148	16:50750290-50750290	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs531873148	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs536437632	16:50750336-50750336	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs536437632	-	-	-	-	-	T:0.0004	T:0	T:0.0014	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs576621003	16:50750337-50750337	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs576621003	-	-	-	-	-	A:0.0004	A:0.0015	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs534373361	16:50750346-50750346	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs534373361	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs547949623	16:50750348-50750348	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs547949623	-	-	-	-	-	C:0.0002	C:0.0008	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs112706859	16:50750377-50750377	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs112706859	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs539842450	16:50750421-50750421	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs539842450	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs201759367	16:50750489-50750489	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs201759367	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0.001	A:0	A:0	A:0.0001	-	-	-	-	-	-	-	-
rs575509512	16:50750502-50750502	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs575509512	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0	T:0.001	-	-	-	-	-	-	-	-	-	-
rs61755272	16:50750505-50750505	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs61755272,CM035560	-	-	-	-	-	A:0.0004	A:0	A:0	-	A:0	A:0.002	A:0	A:0	A:0.0003	-	-	-	-	-	-	-	-
rs104895486	16:50750581-50750581	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs104895486,COSM1378213	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	not_provided	0,1	-	16485124	-	-	-	-
rs201329309	16:50750587-50750587	-	splice_region_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs201329309	-	-	-	-	-	A:0.0002	A:0	A:0.0014	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs540029486	16:50750601-50750601	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs540029486	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0	C:0.001	-	-	-	-	-	-	-	-	-	-
rs190017853	16:50750640-50750640	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs190017853	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs576483826	16:50750652-50750652	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs576483826	-	-	-	-	-	G:0.0006	G:0	G:0	-	G:0	G:0	G:0.0031	-	-	-	-	-	-	-	-	-	-
rs545794193	16:50750653-50750653	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs545794193	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0	G:0.001	-	-	-	-	-	-	-	-	-	-
rs562312663	16:50750671-50750671	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs562312663	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0.001	A:0	-	-	-	-	-	-	-	-	-	-
rs143794185	16:50750695-50750695	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs143794185	-	-	-	-	-	C:0.0030	C:0.0098	C:0.0029	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs5743284	16:50750760-50750760	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs5743284	-	-	-	-	-	C:0.0100	C:0.0371	C:0.0014	-	C:0	C:0	C:0	C:0.0339	C:0.0001	-	-	-	-	-	-	-	-
rs5743285	16:50750791-50750791	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs5743285	-	-	-	-	-	T:0.0056	T:0.0212	T:0	-	T:0	T:0	T:0	T:0.0114	T:0.0001	-	-	-	-	-	-	-	-
rs104895467	16:50750810-50750810	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs104895467,CM060885	-	-	-	-	-	G:0.0004	G:0	G:0.0014	-	G:0	G:0.001	G:0	G:0	G:0.0012	not_provided	-	-	15024686	-	-	-	-
rs144083291	16:50750826-50750826	-	synonymous_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs144083291	-	-	-	-	-	T:0.0016	T:0	T:0	-	T:0.0079	T:0	T:0	T:0.0009	T:0	-	-	-	-	-	-	-	-
rs104895447	16:50750842-50750842	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs104895447,CM020663	-	-	-	-	-	G:0.0002	G:0	G:0.0014	-	G:0	G:0	G:0	G:0	G:0.0019	not_provided	-	-	11385576	-	-	-	-
rs201806207	16:50750870-50750870	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs201806207	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0.001	G:0	-	-	-	-	-	-	-	-	-	-
rs550170451	16:50750935-50750935	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs550170451	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0	G:0.001	-	-	-	-	-	-	-	-	-	-
rs146396987	16:50750941-50750941	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs146396987	-	-	-	-	-	G:0.0004	G:0	G:0	-	G:0.002	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs112160974	16:50750987-50750987	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs112160974	-	-	-	-	-	T:0.0040	T:0.0151	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs139112440	16:50751030-50751030	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs139112440	-	-	-	-	-	A:0.0022	A:0	A:0	-	A:0.0109	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs574389415	16:50751107-50751107	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs574389415	-	-	-	-	-	T:0.0008	T:0.003	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs533741637	16:50751118-50751118	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs533741637	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0.001	C:0	-	-	-	-	-	-	-	-	-	-
rs553511567	16:50751125-50751125	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs553511567	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs576547026	16:50751136-50751136	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs576547026	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0.001	C:0	-	-	-	-	-	-	-	-	-	-
rs545555087	16:50751146-50751146	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs545555087	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
